Sanskrit Shloka,IAST Meaning,Meaning
"सूत्रार्थो वर्ण्यते यत्र, पदै: सुत्रानुसारिभिः। स्वपदानि च वर्ण्यन्ते, भाष्यं भाष्यविदो विदु: ॥",,"A Bhashya (Sanskrit: भाष्य) is an elaborate exposition, a commentary on the Sutras, with word by word meaning of the aphoristic precepts, their running translation, together with the individual views of the commentator or the Bhashyakara."
